Timestamp,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets
2017-04-26 11:11:31,172.217.29.33,443,10.200.7.217,57834,6,56381,1,1,0,0.0
2017-04-26 11:11:19,10.200.7.9,3128,192.168.32.49,53340,6,1,3,0,0,3030.0
2017-04-26 11:11:21,192.168.32.62,51346,10.200.7.6,3128,6,4593372,6,35,3392,18438.0
2017-04-26 11:11:37,192.168.90.77,49506,10.200.7.8,3128,6,9396809,27,38,3073,7232.0
2017-04-26 11:11:17,10.200.7.199,44025,205.185.208.78,443,6,4108575,17,24,3784,24315.0
2017-04-26 11:11:20,10.200.7.6,3128,192.168.42.101,50707,6,74768,3,0,280,0.0
2017-04-26 11:11:20,192.168.32.49,2042,10.200.7.9,3128,6,10962581,21,52,4299,125017.0
2017-04-26 11:11:28,10.200.7.196,37621,68.67.178.173,443,6,896824,11,9,796,5621.0
2017-04-26 11:11:32,10.200.7.6,3128,192.168.10.47,53633,6,1,3,0,3029,0.0
2017-04-26 11:11:35,10.200.7.6,3128,192.168.10.47,2088,6,10642,4,0,3213,852.0
2017-04-26 11:11:23,10.200.7.5,3128,192.168.42.31,54518,6,480969,3,2,2143,0.0
2017-04-26 11:11:24,192.168.32.49,56014,10.200.7.4,3128,6,2251293,5,25,4161,0.0
2017-04-26 11:11:29,192.168.10.17,38278,10.200.7.5,3128,6,5632459,15,99,3105,45865.0
2017-04-26 11:11:19,91.216.63.240,80,10.200.7.217,50004,6,30376,2,2,2010,60.0
2017-04-26 11:11:25,216.58.202.234,62807,10.200.7.7,3128,6,229383,15,13,3190,4685.0
2017-04-26 11:11:20,192.168.180.37,55308,10.200.7.9,3128,6,467212,13,43,2876,29713.0
2017-04-26 11:11:20,10.200.7.196,42878,192.168.90.46,80,6,450010,5,5,2334,0.0
2017-04-26 11:11:22,10.200.7.6,3128,192.168.10.20,49501,6,1,1,1,0,1180.0
2017-04-26 11:11:30,10.200.7.196,52890,192.168.90.77,80,6,142447,2,2,0,0.0
2017-04-26 11:11:20,10.200.7.217,54173,216.58.222.101,443,6,13926035,639,389,720734,933176.0
2017-04-26 11:11:41,10.230.1.110,80,10.200.7.218,40771,6,84056,3,3,317,0.0
2017-04-26 11:11:39,10.200.7.4,3128,192.168.131.26,52466,6,1,4,0,2022,0.0
2017-04-26 11:11:21,10.200.7.7,3128,172.19.1.46,51196,6,1,1,0,0,0.0
2017-04-26 11:11:30,10.200.7.199,49420,209.177.157.199,443,6,10818491,19,6,2897,3829.0
2017-04-26 11:11:27,10.200.7.217,49232,74.119.117.91,443,6,782298,8,24,2661,0.0
2017-04-26 11:11:41,10.200.7.5,3128,192.168.90.88,54015,6,1,2,0,0,747.0
2017-04-26 11:11:19,192.168.131.26,38762,10.200.7.6,3128,6,29430,15,24,3234,41489.0
2017-04-26 11:11:22,192.168.180.80,3128,192.168.10.130,443,6,4019327,53,54,5074,131082.0
2017-04-26 11:11:30,192.168.10.82,443,10.200.7.196,52759,6,194461,6,4,4131,0.0
2017-04-26 11:11:24,10.200.7.196,443,10.200.7.217,57779,6,238705,5,5,725,7636.0
2017-04-26 11:11:28,64.210.149.56,443,10.200.7.217,34740,6,48233,3,2,1260,0.0
2017-04-26 11:11:31,10.200.7.4,3128,192.168.32.62,50690,6,1,1,0,0,0.0
2017-04-26 11:11:29,10.200.7.6,3128,192.168.131.26,58413,6,1,4,9,995,3565.0
2017-04-26 11:11:36,10.200.7.4,3128,192.168.131.26,49845,6,1,2,0,221,993.0
2017-04-26 11:11:30,209.85.224.123,443,10.200.7.217,51702,6,17454,4,2,3861,0.0
2017-04-26 11:11:27,192.168.180.29,49178,10.200.7.9,3128,6,1922008,33,55,4487,20450.0
2017-04-26 11:11:32,172.217.29.74,443,10.200.7.199,53996,6,97403,4,14,2172,0.0
2017-04-26 11:11:22,10.200.7.217,40509,179.1.4.251,443,6,17427806,14,23,3158,964.0
2017-04-26 11:11:43,10.200.7.9,3128,192.168.180.37,54366,6,1,1,0,0,0.0
2017-04-26 11:11:36,10.200.7.194,52933,104.91.156.236,80,6,1,1,1,2150,0.0
2017-04-26 11:11:36,10.200.7.199,56115,207.244.80.182,443,6,628415,9,9,1780,9960.0
2017-04-26 11:11:17,10.200.7.195,56135,8.43.72.22,443,6,16350472,22,21,2388,7288.0
2017-04-26 11:11:32,10.200.7.9,3128,192.168.32.49,54516,6,78910,3,3,0,2992.0
2017-04-26 11:11:34,10.200.7.5,3128,213.222.201.210,54563,6,30929,9,2,1216,4579.0
2017-04-26 11:11:44,74.119.117.78,443,10.200.7.196,54572,6,3358967,55,17,1251090,4230.0
2017-04-26 11:11:21,10.200.7.7,3128,192.168.32.18,40864,6,1,1,0,0,0.0
2017-04-26 11:11:26,192.168.72.58,51197,10.200.7.9,3128,6,355135,2,18,608,3411.0
2017-04-26 11:11:29,10.200.7.9,3128,192.168.151.9,54598,6,1,1,2,789,1581.0
2017-04-26 11:11:25,65.52.108.76,56546,10.200.7.8,3128,6,171733,13,2,1844,0.0
2017-04-26 11:11:32,10.200.7.4,3128,192.168.10.130,57326,6,301071,12,2,1424,755.0
2017-04-26 11:11:38,10.200.7.7,3128,93.184.215.201,2778,6,1,5,11,2077,0.0
2017-04-26 11:11:32,10.200.7.6,3128,172.19.1.46,2816,6,1,6,0,3482,4932.0
2017-04-26 11:11:18,10.200.7.194,53619,212.124.124.94,443,6,1169288,6,5,2020,429.0
2017-04-26 11:11:19,10.200.7.196,50194,172.217.29.66,443,6,4098498,17,9,3178,4079.0
2017-04-26 11:11:20,10.200.7.199,48180,179.1.4.224,443,6,1940823,23,8,1186,3481.0
2017-04-26 11:11:23,10.200.7.9,3128,192.168.32.49,58864,6,1,1,0,0,0.0
2017-04-26 11:11:27,10.200.7.5,3128,192.168.32.18,53523,6,59326,4,1,2683,0.0
2017-04-26 11:11:28,10.200.7.5,3128,192.168.32.18,60932,6,1,13,0,2338,1739.0
2017-04-26 11:11:29,10.200.7.6,3128,192.168.151.9,49487,6,14372,3,3,1213,3426.0
2017-04-26 11:11:28,10.200.7.196,44495,23.9.53.64,443,6,2147248,14,28,3040,3608.0
2017-04-26 11:11:27,10.200.7.4,3128,192.168.32.18,58360,6,1,2,2,0,0.0
2017-04-26 11:11:40,10.200.7.199,50368,10.200.7.7,80,6,56645,6,14,2257,4685.0
2017-04-26 11:11:30,192.168.180.37,39371,10.200.7.9,3128,6,2663508,22,46,3907,33937.0
2017-04-26 11:11:28,10.200.7.7,3128,172.19.1.57,49435,6,24295,2,0,0,0.0
2017-04-26 11:11:32,10.200.7.196,57768,172.217.29.66,443,6,2623909,16,9,4379,3618.0
2017-04-26 11:11:25,172.19.1.46,51196,10.200.7.7,3128,6,2664531,6,31,2647,12081.0
2017-04-26 11:11:30,64.210.149.56,443,10.200.7.217,56590,6,1,3,5,2272,775.0
2017-04-26 11:11:37,192.168.151.9,46468,10.200.7.9,3128,6,492158,14,28,4039,2509.0
2017-04-26 11:11:25,192.168.90.102,53864,10.200.7.9,3128,6,181789,21,29,3932,5661.0
2017-04-26 11:11:20,216.58.202.225,443,10.200.7.196,50028,6,59974,2,1,1381,0.0
2017-04-26 11:11:38,10.200.7.199,57766,151.101.194.2,443,6,575252,10,5,3175,2083.0
2017-04-26 11:11:28,10.200.7.194,57827,65.52.108.33,443,6,4181182,39,9,19481,1233.0
2017-04-26 11:11:23,10.200.7.194,50682,52.50.122.110,443,6,4910163,19,18,4089,5817.0
2017-04-26 11:11:25,10.200.7.196,54170,149.56.241.117,80,6,358294,4,4,2986,2061.0
2017-04-26 11:11:37,10.200.7.199,65369,10.200.7.9,3128,6,549696,6,15,3868,7096.0
2017-04-26 11:11:38,192.168.32.3,56134,10.200.7.6,3128,6,41315,5,2,941,1675.0
2017-04-26 11:11:35,10.200.7.6,3128,192.168.10.130,51201,6,1,8,3,3641,18137.0
2017-04-26 11:11:31,192.168.180.14,3128,192.168.10.130,53905,6,7658597,8,4,1173,80426.0
2017-04-26 11:11:39,10.200.7.218,45329,68.180.134.8,443,6,226382,3,23,206,4015.0
2017-04-26 11:11:31,216.58.202.234,56546,10.200.7.8,3128,6,977539,16,15,5144,2622.0
2017-04-26 11:11:18,192.168.42.31,42507,10.200.7.5,3128,6,1,2,8,296,0.0
2017-04-26 11:11:25,10.200.7.7,3128,172.19.1.46,53870,6,1,2,0,0,0.0
2017-04-26 11:11:28,10.200.7.9,3128,192.168.32.49,2074,6,8685,3,14,476,6922.0
2017-04-26 11:11:38,10.200.7.9,3128,192.168.180.37,50379,6,1,2,0,467,182.0
2017-04-26 11:11:33,10.200.7.194,37556,10.200.7.4,80,6,102778,3,5,1235,1937.0
2017-04-26 11:11:33,192.168.131.26,52462,10.200.7.4,3128,6,1666468,48,676,5044,679258.0
2017-04-26 11:11:29,10.200.7.8,3128,192.168.151.9,50401,6,56698,2,2,0,0.0
2017-04-26 11:11:17,10.200.7.196,54173,204.155.149.72,80,6,2906928,10,8,2231,4915.0
2017-04-26 11:11:43,192.168.32.62,53845,10.200.7.5,3128,6,15037782,29,37,3092,497.0
2017-04-26 11:11:31,10.200.7.199,54626,74.119.117.78,80,6,398561,28,50,4888,18612.0
2017-04-26 11:11:34,192.168.180.51,57327,10.200.7.4,3128,6,1,3,22,2190,4365.0
2017-04-26 11:11:20,10.200.7.199,34796,207.244.80.182,443,6,2534914,24,19,4217,32089.0
2017-04-26 11:11:30,10.200.7.9,3128,192.168.180.37,54586,6,1,1,0,392,0.0
2017-04-26 11:11:18,192.168.31.10,43829,10.200.7.5,3128,6,8435400,14,9,2541,6183.0
2017-04-26 11:11:18,10.200.7.9,3128,192.168.180.37,54529,6,1,1,2,0,871.0
2017-04-26 11:11:33,10.200.7.196,49483,91.216.63.241,80,6,61519,2,4,0,3115.0
2017-04-26 11:11:33,10.200.7.4,3128,192.168.131.26,50348,6,1,1,0,0,0.0
2017-04-26 11:11:27,192.168.32.62,50185,10.200.7.4,3128,6,88851,4,21,0,2282.0
2017-04-26 11:11:25,10.200.7.9,3128,192.168.180.37,54635,6,1,2,0,421,0.0
2017-04-26 11:11:22,10.200.7.218,56022,65.52.108.33,443,6,247779,2,3,0,986.0
2017-04-26 11:11:36,192.168.42.31,54569,10.200.7.5,3128,6,2030236,5,26,1343,3558.0
2017-04-26 11:11:17,10.200.7.194,65283,179.1.4.216,443,6,142112,6,5,1423,3075.0
2017-04-26 11:11:25,10.200.7.199,45422,207.244.80.182,80,6,440945,19,22,2049,13749.0
2017-04-26 11:11:30,10.200.7.4,3128,192.168.131.26,1789,6,1,2,1,0,0.0
2017-04-26 11:11:39,172.17.1.110,40192,10.200.7.7,443,6,26549,12,0,2783,0.0
2017-04-26 11:11:27,10.200.7.195,55308,184.172.240.219,443,6,14501971,9,13,5192,8495.0
2017-04-26 11:11:21,192.168.180.51,2102,10.200.7.4,3128,6,27030,2,7,1176,0.0
2017-04-26 11:11:44,10.200.7.199,46054,74.119.117.78,443,6,711414,15,12,2789,609.0
2017-04-26 11:11:25,179.1.4.230,443,10.200.7.217,45424,6,1,4,5,420,0.0
2017-04-26 11:11:20,10.200.7.196,33044,204.155.152.225,80,6,511124,7,11,2919,0.0
2017-04-26 11:11:22,10.200.7.217,2774,23.9.53.63,80,6,16281577,607,526,40450,1041944.0
2017-04-26 11:11:17,10.200.7.4,3128,192.168.131.26,57844,6,1,1,2,1405,791.0
2017-04-26 11:11:32,10.200.7.7,3128,192.168.10.95,50441,6,1,1,1,107,73.0
2017-04-26 11:11:41,192.168.131.26,50353,10.200.7.6,3128,6,4947351,14,50,3812,3921.0
2017-04-26 11:11:31,192.168.72.108,3128,192.168.10.130,52681,6,17669071,18,0,2732,521.0
2017-04-26 11:11:37,10.200.7.4,3128,192.168.32.62,1764,6,1,1,2,0,4529.0
2017-04-26 11:11:18,10.200.7.217,2040,68.67.178.199,443,6,8547055,19,5,3080,6705.0
2017-04-26 11:11:28,10.200.7.196,53897,178.255.83.1,443,6,4396333,17,16,2832,332603.0
2017-04-26 11:11:29,10.200.7.199,34999,82.98.157.99,443,6,699483,24,19,4396,9480.0
2017-04-26 11:11:30,10.200.7.6,3128,192.168.131.26,1595,6,3843,2,1,1978,0.0
2017-04-26 11:11:34,10.200.7.4,3128,192.168.180.51,53506,6,1,1,0,0,0.0
2017-04-26 11:11:27,108.174.10.19,443,10.200.7.217,2098,6,59244,3,4,1646,0.0
2017-04-26 11:11:21,192.168.180.37,50927,10.200.7.9,3128,6,3411720,16,22,4036,25342.0
2017-04-26 11:11:18,10.200.7.4,3128,192.168.180.51,49496,6,150458,3,3,0,0.0
2017-04-26 11:11:20,10.200.7.194,59813,179.1.4.244,80,6,4607142,21,30,3324,22082.0
2017-04-26 11:11:26,192.168.180.37,58480,10.200.7.9,3128,6,344650,20,27,2542,14647.0
2017-04-26 11:11:30,10.200.7.7,3128,172.19.1.57,49308,6,1,2,0,1025,0.0
2017-04-26 11:11:21,192.168.220.177,52956,10.200.7.4,3128,6,87357,4,36,0,4460.0
2017-04-26 11:11:28,103.235.247.8,443,10.200.7.217,52397,6,1,2,4,522,1691.0
2017-04-26 11:11:36,179.1.4.223,443,10.200.7.217,41229,6,11000,1,1,0,89.0
2017-04-26 11:11:19,10.200.7.6,3128,172.19.1.45,54495,6,1,3,1,1024,0.0
2017-04-26 11:11:23,10.200.7.196,63615,192.168.90.77,80,6,178503,4,5,987,0.0
2017-04-26 11:11:29,10.200.7.199,53173,179.1.4.230,3128,6,7945497,15,8,2995,4179.0
2017-04-26 11:11:19,192.168.180.51,49282,10.200.7.4,3128,6,1,2,6,86,0.0
2017-04-26 11:11:26,10.200.7.7,3128,192.168.180.37,53340,6,1,1,0,0,0.0
2017-04-26 11:11:21,192.168.32.18,53324,10.200.7.5,3128,6,8952571,3,8,1822,2734.0
2017-04-26 11:11:29,192.168.151.9,36069,10.200.7.6,3128,6,1659308,40,60,1867,7970.0
2017-04-26 11:11:40,192.168.130.245,49196,10.200.7.7,3128,6,3484,4,19,2259,2061.0
2017-04-26 11:11:26,10.200.7.9,3128,192.168.32.49,51342,6,27251,1,1,0,1127.0
2017-04-26 11:11:44,10.200.7.6,3128,192.168.131.26,49498,6,1,4,0,1244,1050.0
2017-04-26 11:11:19,192.168.180.29,54595,10.200.7.7,3128,6,7891537,1,5,650,504.0
2017-04-26 11:11:42,10.200.7.194,50926,173.231.178.98,443,6,1859101,12,7,2027,16609.0
2017-04-26 11:11:28,192.168.10.130,51917,10.200.7.9,3128,6,6619583,8,53,2650,29180.0
2017-04-26 11:11:29,10.200.7.196,53630,68.67.180.12,443,6,17242,5,4,1166,932.0
2017-04-26 11:11:32,10.200.7.9,3128,192.168.32.49,57327,6,2309,1,3,0,1706.0
2017-04-26 11:11:25,10.200.7.196,57271,192.168.32.8,49272,6,11517839,7,12,4453,2844.0
2017-04-26 11:11:18,192.168.90.65,51417,10.200.7.4,3128,6,687691,11,26,2571,48479.0
2017-04-26 11:11:25,192.168.32.49,45329,10.200.7.5,3128,6,100630,7,13,0,4076.0
2017-04-26 11:11:31,10.200.7.6,3128,192.168.220.177,50005,6,963259,40,10,2722,17038.0
2017-04-26 11:11:40,10.200.7.6,3128,192.168.220.107,54603,6,23611,2,0,341,78.0
2017-04-26 11:11:23,91.216.63.240,80,10.200.7.217,50004,6,25173,1,0,2318,0.0
2017-04-26 11:11:30,10.200.7.6,3128,192.168.131.26,57770,6,47264,7,11,2747,3612.0
2017-04-26 11:11:32,10.200.7.199,37618,179.1.4.238,443,6,6678471,11,3,3896,5246.0
2017-04-26 11:11:41,10.200.7.6,3128,172.19.1.45,57758,6,5703,3,9,2721,1421.0
2017-04-26 11:11:17,192.168.220.174,52989,10.200.7.5,3128,6,125274,12,10,2827,1345.0
2017-04-26 11:11:20,10.200.7.5,80,192.168.180.37,50114,6,44400,3,2,572,0.0
2017-04-26 11:11:23,192.168.90.65,38431,10.200.7.4,3128,6,9910460,15,21,2956,1898.0
2017-04-26 11:11:28,10.200.7.6,3128,192.168.10.47,49514,6,1,5,0,1563,3802.0
2017-04-26 11:11:30,10.200.7.217,49282,23.9.53.63,80,6,1388072,37,422,5553,212926.0
2017-04-26 11:11:43,192.168.10.20,51199,10.200.7.6,3128,6,1824016,12,47,2307,27077.0
2017-04-26 11:11:31,10.200.7.196,39371,74.119.117.78,80,6,2851241,126,52,4653,94745.0
2017-04-26 11:11:31,192.168.151.9,63624,10.200.7.6,3128,6,342173,18,48,2428,31546.0
2017-04-26 11:11:18,10.200.7.195,35750,179.1.4.217,80,6,3353732,11,9,2846,0.0
2017-04-26 11:11:17,10.200.7.196,46937,69.172.216.55,443,6,926193,6,5,1785,1980.0
2017-04-26 11:11:20,10.200.7.199,56058,74.121.140.178,443,6,1240051,25,5,3751,3405.0
2017-04-26 11:11:24,10.200.7.217,58290,91.216.63.241,443,6,18825353,18,18,2478,3846.0
2017-04-26 11:11:41,10.200.7.6,3128,192.168.151.9,2110,6,94659,3,0,1563,0.0
2017-04-26 11:11:18,179.1.4.210,443,10.200.7.217,57835,6,33458,3,4,1558,0.0
2017-04-26 11:11:42,192.168.72.58,51211,10.200.7.9,3128,6,26399,4,2,0,957.0
2017-04-26 11:11:42,10.200.7.4,3128,192.168.131.26,58413,6,1,1,0,0,974.0
2017-04-26 11:11:31,172.19.1.46,46779,10.200.7.7,3128,6,13264,3,28,912,31723.0
2017-04-26 11:11:22,192.168.90.39,49196,10.200.7.6,3128,6,891486,15,55,4772,7948.0
2017-04-26 11:11:30,10.200.7.4,3128,213.222.201.210,1992,6,37263,3,1,1835,0.0
2017-04-26 11:11:26,192.168.32.49,53633,10.200.7.9,3128,6,64320,10,15,2654,25886.0
2017-04-26 11:11:27,10.200.7.7,3128,192.168.190.57,80,6,65088,10,1,374,1611.0
2017-04-26 11:11:42,10.200.7.6,3128,192.168.151.9,49393,6,9419,3,0,2042,796.0
2017-04-26 11:11:21,179.1.4.237,443,10.200.7.218,2068,6,1,3,2,2185,520.0
2017-04-26 11:11:27,10.200.7.199,46823,179.1.4.224,443,6,6321691,21,22,3806,6362.0
2017-04-26 11:11:27,10.200.7.194,2040,172.217.29.45,443,6,466853,10,4,4766,6607.0
2017-04-26 11:11:40,192.168.151.4,50136,10.200.7.7,3128,6,152690,2,0,0,956.0
2017-04-26 11:11:23,10.200.7.7,3128,172.19.1.46,54630,6,319561,4,12,532,322.0
2017-04-26 11:11:30,192.168.131.26,54500,10.200.7.4,3128,6,131275,10,31,1738,28272.0
2017-04-26 11:11:19,10.200.7.7,3128,172.19.1.46,37863,6,1,3,0,1068,2054.0
2017-04-26 11:11:44,10.200.7.196,54590,107.180.39.239,80,6,14826058,11,59,3516,12805.0
2017-04-26 11:11:38,10.200.7.9,3128,192.168.32.18,55249,6,1,2,0,990,449.0
2017-04-26 11:11:21,10.200.7.195,54585,68.67.178.199,443,6,663574,16,3,1567,0.0
2017-04-26 11:11:21,10.200.7.199,49522,207.244.80.182,443,6,620935,14,24,1168,2309.0
2017-04-26 11:11:27,192.168.10.20,50793,10.200.7.5,3128,6,10545,3,1,0,0.0
2017-04-26 11:11:42,10.200.7.4,3128,192.168.131.26,57326,6,109910,4,3,0,2348.0
2017-04-26 11:11:41,192.168.10.47,45009,10.200.7.6,3128,6,69118,2,11,1448,2646.0
2017-04-26 11:11:32,179.1.4.223,51875,10.200.7.217,56082,6,84937,4,1,17,0.0
2017-04-26 11:11:27,10.200.7.218,50189,205.185.208.78,3128,6,1,7,0,596,4268.0
2017-04-26 11:11:24,10.200.7.7,3128,192.168.180.51,49232,6,1,2,1,526,0.0
2017-04-26 11:11:19,10.200.7.7,3128,157.240.0.22,49346,6,381942,58,35,1081119,4123.0
2017-04-26 11:11:31,10.200.7.6,3128,192.168.10.130,51709,6,490,66,5,1684,1631.0
2017-04-26 11:11:23,192.168.32.8,443,10.200.7.217,2792,6,95199,1,3,84,0.0
2017-04-26 11:11:30,10.200.7.4,3128,192.168.131.26,52426,6,72716,3,0,0,2612.0
2017-04-26 11:11:39,10.200.7.4,3128,192.168.151.9,49482,6,119474,2,1,401,0.0
2017-04-26 11:11:39,10.200.7.217,49273,72.246.208.15,443,6,480068,1,10,2338,4218.0
2017-04-26 11:11:29,192.168.131.39,50416,10.200.7.7,3128,6,19719,1,4,0,0.0
2017-04-26 11:11:20,103.235.247.8,443,10.200.7.217,47106,6,146277,4,4,1416,1957.0
2017-04-26 11:11:19,192.168.131.26,52678,10.200.7.5,3128,6,10073813,18,24,2723,201445.0
2017-04-26 11:11:29,10.200.7.6,3128,192.168.10.47,53628,6,1979895,2,0,2715,0.0
2017-04-26 11:11:30,10.200.7.9,3128,192.168.180.37,50011,6,1,3,2,434,0.0
2017-04-26 11:11:29,10.200.7.196,33797,104.91.165.12,443,6,2360937,17,11,3274,8347.0
2017-04-26 11:11:21,10.200.7.196,49322,104.91.155.48,80,6,532940,6,5,2874,0.0
2017-04-26 11:11:27,10.200.7.7,56012,10.200.7.7,3128,6,13625,2,0,0,0.0
2017-04-26 11:11:41,192.168.72.58,49321,10.200.7.9,3128,6,933962,25,9,1672,996.0
2017-04-26 11:11:36,179.1.4.224,443,10.200.7.217,49464,6,1,1,0,0,0.0
2017-04-26 11:11:36,192.168.32.62,58281,10.200.7.4,3128,6,607458,5,23,1462,1446.0
2017-04-26 11:11:27,179.1.4.223,443,10.200.7.217,39799,6,36033,4,1,188,2720.0
2017-04-26 11:11:29,192.168.90.39,56114,10.200.7.6,3128,6,2627098,5,14,2575,338.0
2017-04-26 11:11:22,192.168.72.43,48994,10.200.7.7,3128,6,570221,10,0,1273,0.0
2017-04-26 11:11:19,10.200.7.194,44583,212.124.124.94,443,6,662972,6,3,2742,0.0
2017-04-26 11:11:27,192.168.10.130,45447,10.200.7.6,3128,6,98282,2,17,0,1302.0
2017-04-26 11:11:43,10.200.7.217,53885,104.91.156.236,443,6,1715283,12,4,2896,1997.0
2017-04-26 11:11:28,10.200.7.196,38816,213.239.207.69,443,6,612158,7,6,1519,3932.0
2017-04-26 11:11:21,10.200.7.199,54438,157.240.0.22,443,6,176968,20,14,3133,4250.0
2017-04-26 11:11:41,192.168.10.47,38539,10.200.7.6,3128,6,67356,3,14,1040,2813.0
