      Epoch  Generator Loss  Discriminator Loss
93       93       -0.311020           -0.129580
94       94       -0.128264            0.018603
95       95        0.031910           -0.070272
96       96       -0.107669           -0.039339
97       97       -0.324429            0.022011
98       98       -0.508056           -0.054340
99       99       -0.483529           -0.067452
100     100       -0.329082           -0.055062
101     101       -0.313346            0.021877
102     102       -0.256256           -0.076257
103     103       -0.332486            0.034249
104     104       -0.244385           -0.080259
105     105       -0.213682           -0.174219
106     106       -0.355620            0.060939
107     107       -0.210133           -0.072799
108     108       -0.255907           -0.099947
109     109       -0.393642            0.078848
110     110       -0.372619           -0.099557
111     111       -0.287786            0.003643
112     112       -0.319039            0.032431
113     113       -0.374204           -0.071262
114     114       -0.469655            0.019546
115     115       -0.450019            0.161855
116     116       -0.246867           -0.189422
117     117       -0.326275            0.002221
118     118       -0.407540           -0.031460
119     119       -0.326828            0.084807
120     120       -0.348819            0.037739
121     121       -0.224668            0.059283
122     122       -0.381319           -0.055472
123     123       -0.419960           -0.072040
124     124       -0.601062           -0.039847
125     125       -0.520135           -0.079875
126     126       -0.358158            0.070964
127     127       -0.315785           -0.157738
128     128       -0.384410           -0.031890
129     129       -0.354051            0.033485
130     130       -0.316505           -0.191005
131     131       -0.461959           -0.014169
132     132       -0.413082           -0.180852
133     133       -0.419836           -0.173082
134     134       -0.550590           -0.028000
135     135       -0.376980           -0.065788
136     136       -0.541483           -0.113691
137     137       -0.532936            0.009019
138     138       -0.510777           -0.055348
139     139       -0.410027            0.058968
140     140       -0.284680           -0.066192
141     141       -0.241597           -0.112687
142     142       -0.493190            0.161915
143     143       -0.521985            0.013944
144     144       -0.677483           -0.065404
145     145       -0.702300            0.102718
146     146       -0.531493           -0.212657
147     147       -0.228637           -0.145266
148     148       -0.108222           -0.186775
149     149       -0.195938            0.065495
150     150       -0.339191           -0.198683
151     151       -0.721862           -0.165466
152     152       -0.828188           -0.217979
153     153       -0.358867           -0.009884
154     154       -0.329725           -0.115505
155     155       -0.394548           -0.131589
156     156       -0.496197           -0.171409
157     157       -0.704875           -0.241510
158     158       -0.937493           -0.017917
159     159       -0.509236            0.237665
160     160       -0.364171           -0.164511
161     161       -0.248510           -0.163725
162     162       -0.487622           -0.004501
163     163       -0.755113           -0.157905
164     164       -0.658033           -0.023543
165     165       -0.703454           -0.112928
166     166       -0.465649           -0.007630
167     167       -0.207553           -0.176071
168     168       -0.258271           -0.018145
169     169       -0.450473            0.103643
170     170       -0.820264           -0.068595
171     171       -0.957366           -0.149358
172     172       -0.724903           -0.098083
173     173       -0.441759           -0.052119
174     174       -0.282561           -0.068295
175     175       -0.360202            0.089248
176     176       -0.575058            0.135992
177     177       -0.914690           -0.035453
178     178       -0.640526           -0.082897
179     179       -0.497095           -0.000330
180     180       -0.295906           -0.063960
181     181       -0.439078           -0.194629
182     182       -0.830065           -0.081822
183     183       -0.859259            0.154531
184     184       -0.790175            0.091626
185     185       -0.433181           -0.013773
186     186       -0.280761           -0.043814
187     187       -0.542574            0.058724
188     188       -0.790528           -0.043476
189     189       -0.840503            0.026893
190     190       -0.782337           -0.082917
191     191       -0.449425            0.021551
192     192       -0.390777           -0.025659
193     193       -0.530851           -0.080035
194     194       -0.622375           -0.425549
195     195       -0.862413           -0.091228
196     196       -0.609195           -0.042312
197     197       -0.348162           -0.153424
198     198       -0.481527            0.068901
199     199       -0.683187            0.072851
200     200       -0.835355           -0.088938
201     201       -0.732212           -0.001263
202     202       -0.384803            0.138141
203     203       -0.284822           -0.140505
204     204       -0.420996           -0.125160
205     205       -0.774044           -0.202502
206     206       -0.988951           -0.036448
207     207       -0.759382           -0.141053
208     208       -0.564453           -0.191215
209     209       -0.558123           -0.011026
210     210       -0.556304           -0.005905
211     211       -0.717292           -0.137483
212     212       -0.866028            0.092228
213     213       -0.744651           -0.247955
214     214       -0.431879           -0.021686
215     215       -0.558761            0.057489
216     216       -0.530810           -0.087041
217     217       -0.752709           -0.031907
218     218       -0.517293           -0.047959
219     219       -0.254782           -0.171757
220     220       -0.354111           -0.038298
221     221       -0.602897           -0.002335
222     222       -0.592724           -0.052605
223     223       -0.608045           -0.187478
224     224       -0.560844           -0.030926
225     225       -0.673043            0.044960
226     226       -0.604096            0.038366
227     227       -0.692737           -0.039301
228     228       -0.514492            0.003280
229     229       -0.415882           -0.114703
230     230       -0.194094           -0.035895
231     231       -0.274763           -0.221241
232     232       -0.517588           -0.305369
233     233       -0.573354           -0.075779
234     234       -0.450202           -0.075559
235     235       -0.478016            0.062509
236     236       -0.465521           -0.054090
237     237       -0.365968           -0.194278
238     238       -0.547096            0.080795
239     239       -0.504175           -0.030170
240     240       -0.576406            0.052509
241     241       -0.551298           -0.087767
242     242       -0.434045            0.277637
243     243       -0.495716           -0.119488
244     244       -0.542402           -0.022975
245     245       -0.585883           -0.066079
246     246       -0.575908           -0.029588
247     247       -0.569138            0.154645
248     248       -0.591629            0.010831
249     249       -0.611757           -0.129037
250     250       -0.593292            0.009562
251     251       -0.563036           -0.222017
252     252       -0.525679            0.183202
253     253       -0.614855            0.129397
254     254       -0.563174           -0.030198
255     255       -0.812822           -0.127986
256     256       -0.629854           -0.162047
257     257       -0.728992            0.098580
258     258       -0.469668           -0.030129
259     259       -0.606414            0.133535
260     260       -0.644298           -0.134334
261     261       -0.893698           -0.001352
262     262       -0.749843           -0.249423
263     263       -0.752892            0.006589
264     264       -0.657040            0.203089
265     265       -0.620474           -0.102691
266     266       -0.499124           -0.007913
267     267       -0.727266           -0.103840
268     268       -0.599101           -0.207521
269     269       -0.879006           -0.073948
270     270       -0.775006           -0.120087
271     271       -0.570920           -0.087524
272     272       -0.462079           -0.052813
273     273       -0.601554            0.105134
274     274       -0.603757           -0.037645
275     275       -0.625406           -0.182362
276     276       -0.623301            0.083270
277     277       -0.723816            0.048889
278     278       -0.413160           -0.102738
279     279       -0.663649           -0.090789
280     280       -0.645173           -0.095516
281     281       -0.281897           -0.191822
282     282       -0.614161           -0.121527
283     283       -0.679292           -0.108036
284     284       -0.319685           -0.097761
285     285       -0.324577            0.052023
286     286       -0.389273           -0.047560
287     287       -0.573232            0.115416
288     288       -0.682305            0.154024
289     289       -0.521554           -0.042580
290     290       -0.413220           -0.006832
291     291       -0.378849            0.030073
292     292       -0.442513           -0.204760
293     293       -0.509867            0.076278
294     294       -0.258109            0.133607
295     295       -0.396542            0.213005
296     296       -0.502292            0.018242
297     297       -0.547441           -0.287221
298     298       -0.435680           -0.065451
299     299       -0.690638           -0.138636
300     300       -0.519373           -0.102425
301     301       -0.669400           -0.048943
302     302       -0.536960            0.216727
303     303       -0.369633           -0.085092
304     304       -0.674789            0.098358
305     305       -0.716237            0.297605
306     306       -0.593100            0.057158
307     307       -0.734322            0.055106
308     308       -0.468174            0.075188
309     309       -0.341373            0.027493
310     310       -0.427480           -0.020941
311     311       -0.514696           -0.151715
312     312       -0.634777            0.032606
313     313       -0.535789           -0.137758
314     314       -0.239048            0.230475
315     315       -0.430042            0.109875
316     316       -0.662208           -0.155521
317     317       -0.514484           -0.133111
318     318       -0.568403            0.037442
319     319       -0.383645            0.124559
320     320       -0.339510           -0.068594
321     321       -0.431931           -0.140406
322     322       -0.503870           -0.137157
323     323       -0.542351            0.002384
324     324       -0.535613           -0.011604
325     325       -0.537994            0.085284
326     326       -0.624460            0.149022
327     327       -0.510802           -0.088153
328     328       -0.650413            0.247380
329     329       -0.611388           -0.177089
330     330       -0.755711           -0.255708
331     331       -0.570167            0.109283
332     332       -0.496681            0.002380
333     333       -0.489810            0.151490
334     334       -0.582978            0.057081
335     335       -0.458302           -0.157443
336     336       -0.638425           -0.206981
337     337       -0.428064           -0.166635
338     338       -0.537102           -0.035268
339     339       -0.728388           -0.190389
340     340       -0.649475           -0.076124
341     341       -0.747195            0.000057
342     342       -0.834271           -0.089040
343     343       -0.589410           -0.142602
344     344       -0.562523           -0.031372
345     345       -0.563876            0.151485
346     346       -0.719418            0.074669
347     347       -0.903082            0.038850
348     348       -0.721396           -0.034401
349     349       -0.800894            0.073491
350     350       -0.636719           -0.156906
351     351       -0.777353            0.006929
352     352       -0.406648           -0.154501
353     353       -0.508148            0.198937
354     354       -0.597727            0.096694
355     355       -0.502846            0.069020
356     356       -0.697546           -0.085736
357     357       -0.720063           -0.093408
358     358       -0.782854           -0.034300
359     359       -0.824364           -0.110187
360     360       -0.561773           -0.013466
361     361       -0.428368           -0.040873
362     362       -0.528151           -0.144180
363     363       -0.632489           -0.071277
364     364       -0.899201            0.053713
365     365       -0.989832            0.044320
366     366       -0.773832            0.166963
367     367       -0.721281            0.013724
368     368       -0.551013           -0.250268
369     369       -0.537095           -0.155041
370     370       -0.575468            0.101270
371     371       -0.775121            0.038203
372     372       -0.615587            0.001281
373     373       -0.631234           -0.241465
374     374       -0.682903           -0.162817
375     375       -0.572305            0.076564
376     376       -0.366061            0.151035
377     377       -0.519153            0.064995
378     378       -0.648376            0.024427
379     379       -0.831379           -0.177971
380     380       -0.845316           -0.118203
381     381       -0.664359           -0.029904
382     382       -0.560545           -0.105123
383     383       -0.699666           -0.064967
384     384       -0.653879            0.253181
385     385       -0.504327           -0.162628
386     386       -0.746523           -0.334667
387     387       -0.800588           -0.056303
388     388       -0.686424           -0.015733
389     389       -0.672693           -0.166250
390     390       -0.443767           -0.066147
391     391       -0.394874           -0.150385
392     392       -0.468631            0.086058
393     393       -0.669950           -0.246775
394     394       -0.861477           -0.043394
395     395       -0.763301            0.064030
396     396       -0.658788            0.185537
397     397       -0.571531            0.151283
398     398       -0.478719            0.055435
399     399       -0.609874            0.033051
400     400       -0.580132            0.041102
401     401       -0.705488            0.202108
402     402       -0.759157           -0.003457
403     403       -0.824165            0.023420
404     404       -0.600658           -0.076166
405     405       -0.463376            0.075672
406     406       -0.783355           -0.081670
407     407       -0.675719           -0.008682
408     408       -0.771931            0.086730
409     409       -0.825872           -0.151092
410     410       -0.727311            0.014682
411     411       -0.710069           -0.033370
412     412       -0.605914           -0.183104
413     413       -0.860876            0.098070
414     414       -0.741469            0.181986
415     415       -0.921726           -0.012988
416     416       -0.665456           -0.001491
417     417       -0.398143            0.110479
418     418       -0.526482           -0.047869
419     419       -0.500840           -0.011576
420     420       -0.784225            0.112453
421     421       -0.834244           -0.101954
422     422       -0.748978           -0.237652
423     423       -0.601773            0.140314
424     424       -0.480803           -0.320085
425     425       -0.512307           -0.184451
426     426       -0.406764            0.002536
427     427       -0.413226            0.196127
428     428       -0.771029            0.053440
429     429       -0.846412            0.119284
430     430       -0.817427           -0.106809
431     431       -0.495586            0.163411
432     432       -0.263456           -0.063304
433     433       -0.404228            0.094496
434     434       -0.431839            0.088099
435     435       -0.792208           -0.045246
436     436       -0.910433            0.137584
437     437       -1.021098            0.124586
438     438       -0.697113           -0.288365
439     439       -0.530259            0.109468
440     440       -0.489973           -0.127014
441     441       -0.648807           -0.053069
442     442       -0.867527           -0.150061
443     443       -0.825947            0.167479
444     444       -0.903768            0.189035
445     445       -0.677967            0.165055
446     446       -0.738844           -0.058198
447     447       -0.986322           -0.029033
448     448       -0.906235            0.134824
449     449       -0.841810            0.113697
450     450       -0.497305            0.109579
451     451       -0.686462            0.048045
452     452       -0.795561           -0.059060
453     453       -0.717662           -0.019634
454     454       -0.873233            0.053698
455     455       -0.809945           -0.058316
456     456       -0.764647           -0.215353
457     457       -0.639553            0.092211
458     458       -0.857100           -0.043788
459     459       -0.843344            0.018117
460     460       -0.876834            0.142484
461     461       -0.601475           -0.052472
462     462       -0.464779            0.006872
463     463       -0.617177           -0.086915
464     464       -0.800634           -0.025313
465     465       -1.050534            0.046844
466     466       -0.759017           -0.019854
467     467       -0.691334           -0.099590
468     468       -0.662722           -0.190045
469     469       -0.613113           -0.046784
470     470       -0.851314           -0.123761
471     471       -0.787475            0.050928
472     472       -0.595544           -0.231460
473     473       -0.485188           -0.185280
474     474       -0.605994            0.266883
475     475       -0.728244           -0.116722
476     476       -0.727899           -0.202545
477     477       -0.678699            0.067286
478     478       -0.825550            0.024870
479     479       -0.708269           -0.085680
480     480       -0.659051           -0.006472
481     481       -0.845499           -0.070846
482     482       -0.838107           -0.183836
483     483       -0.820649           -0.014044
484     484       -0.605308           -0.025688
485     485       -0.476298           -0.121191
486     486       -0.648579           -0.012914
487     487       -0.742634            0.042303
488     488       -1.035029           -0.245534
489     489       -0.900960           -0.023919
490     490       -0.774892            0.091142
491     491       -0.771596            0.037924
492     492       -0.692183            0.039677
493     493       -0.801218            0.001842
494     494       -1.067544           -0.086592
495     495       -0.647037           -0.123081
496     496       -0.512062           -0.206741
497     497       -0.609520           -0.103603
498     498       -0.695885           -0.076061
499     499       -0.946306           -0.157539
500     500       -0.824071            0.101703
501     501       -0.487883           -0.135075
502     502       -0.348157           -0.012390
503     503       -0.700657           -0.016810
504     504       -0.823122           -0.235833
505     505       -0.815733           -0.016322
506     506       -0.680470           -0.092784
507     507       -0.625826           -0.101577
508     508       -0.410701            0.056430
509     509       -0.512361           -0.175309
510     510       -0.755084           -0.046469
511     511       -0.819384           -0.240015
512     512       -0.669408           -0.079284
513     513       -0.395971           -0.057075
514     514       -0.557679           -0.060681
515     515       -0.581175           -0.037328
516     516       -0.739631           -0.009891
517     517       -0.706080           -0.083670
518     518       -0.639349            0.114908
519     519       -0.395434           -0.006581
520     520       -0.558451           -0.111052
521     521       -0.833308           -0.017359
522     522       -0.879988           -0.153111
523     523       -0.679744            0.075393
524     524       -0.750360            0.023048
525     525       -0.620210            0.188711
526     526       -0.534286            0.001586
527     527       -0.524932           -0.114778
528     528       -0.589972           -0.099602
529     529       -0.567435           -0.119053
530     530       -0.533414            0.155459
531     531       -0.633580            0.130944
532     532       -0.714826           -0.028705
533     533       -0.643940           -0.046876
534     534       -0.626827            0.009822
535     535       -0.624159           -0.034947
536     536       -0.709117            0.085642
537     537       -0.600461            0.124546
538     538       -0.489389           -0.007195
539     539       -0.431083           -0.161394
540     540       -0.609962           -0.028950
541     541       -0.522913           -0.138660
542     542       -0.563192           -0.035153
543     543       -0.551136           -0.049606
544     544       -0.534538            0.014454
545     545       -0.615973            0.045049
546     546       -0.734400            0.034551
547     547       -0.614995           -0.058166
548     548       -0.407848           -0.033718
549     549       -0.506732           -0.026150
550     550       -0.603639           -0.016130
551     551       -0.535864            0.126736
552     552       -0.574649            0.009262
553     553       -0.563167            0.072050
554     554       -0.576007           -0.156207
555     555       -0.659716            0.187901
556     556       -0.829975           -0.112437
557     557       -0.760535           -0.062392
558     558       -0.579142           -0.022658
559     559       -0.532804           -0.259957
560     560       -0.697341            0.029028
561     561       -0.646769            0.021742
562     562       -0.570212            0.020241
563     563       -0.348736            0.288361
564     564       -0.481199            0.079430
565     565       -0.451284            0.139354
566     566       -0.648127           -0.113347
567     567       -0.710625           -0.063546
568     568       -0.576266           -0.097071
569     569       -0.436619           -0.120059
570     570       -0.415331           -0.072618
571     571       -0.561157           -0.025072
572     572       -0.806545           -0.133756
573     573       -0.718766           -0.106750
574     574       -0.578355           -0.033446
575     575       -0.365705           -0.150637
576     576       -0.520882           -0.093033
577     577       -0.619745           -0.135659
578     578       -0.682700           -0.095011
579     579       -0.643238           -0.083168
580     580       -0.690286           -0.158445
581     581       -0.546327            0.013754
582     582       -0.796508           -0.105857
583     583       -0.702625            0.193834
584     584       -0.638216            0.012809
585     585       -0.606700           -0.191958
586     586       -0.492106            0.112027
587     587       -0.684287           -0.043540
588     588       -0.777787           -0.159265
589     589       -0.928776            0.023691
590     590       -0.628245           -0.074639
591     591       -0.528770            0.030627
592     592       -0.339839            0.012935
593     593       -0.534021           -0.021544
594     594       -0.667048           -0.138970
595     595       -0.676803           -0.113689
596     596       -0.567089           -0.103047
597     597       -0.367837           -0.084329
598     598       -0.558648            0.001937
599     599       -0.640705           -0.023169
600     600       -0.692836           -0.138232
601     601       -0.656869           -0.086571
602     602       -0.531703            0.048546
603     603       -0.667127            0.017348
604     604       -0.609020           -0.036422
605     605       -0.722767           -0.002737
606     606       -0.613484           -0.148280
607     607       -0.498460           -0.085326
608     608       -0.501927           -0.076449
609     609       -0.769437           -0.026088
610     610       -0.811072           -0.121581
611     611       -0.704639            0.199190
612     612       -0.520968           -0.064680
613     613       -0.385439            0.103257
614     614       -0.577369           -0.145470
615     615       -0.511968           -0.069355
616     616       -0.455497           -0.111571
617     617       -0.431954           -0.097485
618     618       -0.586293            0.064573
619     619       -0.855451            0.108790
620     620       -0.767681           -0.006411
621     621       -0.570476           -0.139875
622     622       -0.543252           -0.025344
623     623       -0.495128           -0.028028
624     624       -0.633113            0.015778
625     625       -0.646408           -0.101277
626     626       -0.681991           -0.067527
627     627       -0.605640            0.016852
628     628       -0.671196            0.108391
629     629       -0.672017            0.039841
630     630       -0.705729           -0.090626
631     631       -0.730415           -0.119154
632     632       -0.556997            0.042807
633     633       -0.622541           -0.079810
634     634       -0.508425            0.035782
635     635       -0.528867            0.086395
636     636       -0.774962            0.143074
637     637       -0.665897           -0.011981
638     638       -0.505901           -0.035672
639     639       -0.358176           -0.050254
640     640       -0.400057           -0.064966
641     641       -0.527691           -0.026276
642     642       -0.711003           -0.030544
643     643       -0.744860            0.014504
644     644       -0.572162           -0.006652
645     645       -0.652449           -0.067933
646     646       -0.646329            0.001709
647     647       -0.615398            0.019771
648     648       -0.459340           -0.068187
649     649       -0.550352            0.159598
650     650       -0.893947           -0.041450
651     651       -0.771549           -0.149232
652     652       -0.778767            0.080245
653     653       -0.696024           -0.217659
654     654       -0.603512           -0.070116
655     655       -0.816147           -0.063225
656     656       -0.556368            0.049133
657     657       -0.670652            0.049802
658     658       -0.464147            0.034999
659     659       -0.522319           -0.036071
660     660       -0.780508            0.005277
661     661       -1.037765            0.150318
662     662       -0.838333           -0.057765
663     663       -0.809133           -0.257222
664     664       -0.517973           -0.098217
665     665       -0.639777            0.092448
666     666       -0.906360            0.042660
667     667       -0.886102           -0.110689
668     668       -0.958964           -0.177306
669     669       -0.796927            0.119898
670     670       -0.753627           -0.051320
671     671       -0.618131           -0.221688
672     672       -0.829482           -0.011663
673     673       -0.931849            0.128155
674     674       -0.718634           -0.204685
675     675       -0.818793            0.042440
676     676       -0.569166            0.064560
677     677       -0.623170           -0.119653
678     678       -0.668470           -0.125188
679     679       -0.793685            0.021847
680     680       -1.005018            0.116825
681     681       -0.851735            0.134682
682     682       -0.770884           -0.026172
683     683       -0.678825           -0.214887
684     684       -0.791508            0.016849
685     685       -0.905469           -0.042113
686     686       -1.023814           -0.178607
687     687       -0.825605           -0.026276
688     688       -0.738285           -0.043398
689     689       -0.553280            0.060382
690     690       -0.657031            0.020064
691     691       -0.884090           -0.038200
692     692       -1.004606            0.110665
693     693       -0.937017            0.035210
694     694       -0.741933            0.036713
695     695       -0.750816           -0.020672
696     696       -0.775986            0.080129
697     697       -0.870286           -0.158881
698     698       -0.713319           -0.108016
699     699       -0.836620           -0.113085
700     700       -0.771406           -0.232708
701     701       -0.701148           -0.145656
702     702       -0.809395            0.029098
703     703       -0.770443           -0.032264
704     704       -0.949120            0.001359
705     705       -0.814792            0.059967
706     706       -0.798274           -0.132133
707     707       -0.571906            0.007901
708     708       -0.533983           -0.031070
709     709       -0.862205           -0.103768
710     710       -0.853669            0.060463
711     711       -1.066519            0.115672
712     712       -0.902512           -0.065472
713     713       -0.561914            0.063465
714     714       -0.413452           -0.100834
715     715       -0.671045           -0.134568
716     716       -0.929373           -0.071343
717     717       -0.886956           -0.181041
718     718       -0.929626           -0.000450
719     719       -0.751545           -0.192919
720     720       -0.466421           -0.202873
721     721       -0.689663           -0.109515
722     722       -0.943403            0.016998
723     723       -0.975613            0.023953
724     724       -0.951161           -0.012243
725     725       -0.672544            0.043674
726     726       -0.396938            0.045195
727     727       -0.572413           -0.164028
728     728       -0.782511           -0.101642
729     729       -0.843718           -0.000148
730     730       -0.752764           -0.044360
731     731       -0.661590           -0.177169
732     732       -0.959487            0.003621
733     733       -0.930202            0.104900
734     734       -0.672085           -0.019391
735     735       -0.912004           -0.068172
736     736       -0.771352            0.091488
737     737       -0.941554            0.099698
738     738       -0.866045            0.075058
739     739       -0.785239            0.094035
740     740       -0.725757           -0.156359
741     741       -0.878486           -0.002522
742     742       -0.897991            0.105520
743     743       -0.681578           -0.161939
744     744       -0.797670           -0.016248
745     745       -0.681105           -0.077198
746     746       -0.551392           -0.148594
747     747       -0.658008           -0.057771
748     748       -0.923120            0.048333
749     749       -0.913279            0.110091
750     750       -0.659449            0.109597
751     751       -0.670544            0.201346
752     752       -0.656155           -0.135261
753     753       -0.599553           -0.066654
754     754       -0.822618           -0.249468
755     755       -0.759234           -0.065605
756     756       -0.673284            0.027280
757     757       -0.537387            0.001215
758     758       -0.682735           -0.163682
759     759       -0.741784            0.169561
760     760       -0.700237           -0.057795
761     761       -0.647592           -0.051996
762     762       -0.703468            0.095359
763     763       -0.677158           -0.008346
764     764       -0.778156           -0.018307
765     765       -0.599748            0.154297
766     766       -0.841893           -0.197307
767     767       -0.743854           -0.019293
768     768       -0.863246           -0.237443
769     769       -0.766826            0.017610
770     770       -0.621874            0.025979
771     771       -0.883544            0.012829
772     772       -0.774865           -0.145694
773     773       -0.728380           -0.005285
774     774       -0.545955           -0.116839
775     775       -0.549883           -0.129210
776     776       -0.624040           -0.038946
777     777       -0.735828           -0.060423
778     778       -0.998920            0.027228
779     779       -0.844604           -0.140564
780     780       -0.614297           -0.079476
781     781       -0.533220            0.153194
782     782       -0.515156           -0.116702
783     783       -0.546288           -0.051942
784     784       -0.553990           -0.203007
785     785       -0.983314           -0.174909
786     786       -0.701309            0.150163
787     787       -0.599800            0.026124
788     788       -0.471569           -0.193087
789     789       -0.498802           -0.193410
790     790       -0.561260           -0.059597
791     791       -0.480443            0.015315
792     792       -0.681264           -0.226243
793     793       -0.797276            0.011877
794     794       -0.627606           -0.088625
795     795       -0.794536            0.010002
796     796       -0.732108           -0.033833
797     797       -0.568149            0.128558
798     798       -0.455402           -0.183302
799     799       -0.504279           -0.034298
800     800       -0.481284            0.008461
801     801       -0.720882           -0.101390
802     802       -0.713068            0.173725
803     803       -0.715298           -0.086349
804     804       -0.897885           -0.151507
805     805       -0.563013           -0.035139
806     806       -0.610767           -0.192081
807     807       -0.661498           -0.024340
808     808       -0.794239           -0.050505
809     809       -0.650564           -0.108161
810     810       -0.855016            0.006591
811     811       -0.756370           -0.118719
812     812       -0.643923           -0.052000
813     813       -0.738977           -0.039328
814     814       -0.701411           -0.123078
815     815       -0.924131            0.032844
816     816       -0.861658           -0.043274
817     817       -0.858109            0.070471
818     818       -0.686287           -0.074425
819     819       -0.653297           -0.008835
820     820       -0.765627           -0.188612
821     821       -0.713397            0.003471
822     822       -0.715574           -0.035919
823     823       -0.420040           -0.051884
824     824       -0.671845            0.211992
825     825       -0.774302           -0.064888
826     826       -0.751236           -0.132966
827     827       -0.775799           -0.122533
828     828       -0.755680           -0.104563
829     829       -0.780440           -0.087436
830     830       -0.681018           -0.042784
831     831       -0.716159           -0.093215
832     832       -0.733487           -0.043783
833     833       -0.715965           -0.039252
834     834       -0.779152           -0.042745
835     835       -0.707257           -0.009834
836     836       -0.743335           -0.175666
837     837       -0.783714            0.064707
838     838       -1.120963            0.054948
839     839       -0.843515           -0.039442
840     840       -0.776844           -0.021138
841     841       -0.811916           -0.003236
842     842       -0.836702           -0.217502
843     843       -0.799242           -0.006799
844     844       -0.657358            0.182893
845     845       -0.546173            0.117350
846     846       -0.741599           -0.017315
847     847       -1.011827            0.142654
848     848       -0.924761           -0.227347
849     849       -0.899665            0.076385
850     850       -0.951932            0.108330
851     851       -0.908732           -0.003865
852     852       -0.938935           -0.019082
853     853       -1.023746           -0.197360
854     854       -0.699240            0.000068
855     855       -0.809663           -0.328617
856     856       -0.857123            0.026419
857     857       -1.110105            0.059647
858     858       -0.806566            0.145362
859     859       -0.640967           -0.132670
860     860       -0.849043           -0.103261
861     861       -0.802017            0.061337
862     862       -1.064771           -0.081279
863     863       -1.077252           -0.101802
864     864       -0.879300           -0.025244
865     865       -0.805000           -0.115595
866     866       -0.337893            0.039608
867     867       -0.520269           -0.059591
868     868       -0.594588           -0.046309
869     869       -0.715837           -0.128988
870     870       -0.806864            0.004776
871     871       -1.179463            0.065901
872     872       -0.984953           -0.115330
873     873       -0.632552           -0.034931
874     874       -0.600318            0.069672
875     875       -0.538217            0.108675
876     876       -0.558175            0.042321
877     877       -0.489828           -0.038674
878     878       -0.892434           -0.038776
879     879       -0.859600            0.198432
880     880       -0.859865           -0.019416
881     881       -0.961499           -0.042275
882     882       -0.760216           -0.041597
883     883       -0.841708            0.065414
884     884       -0.661881            0.155307
885     885       -0.716271           -0.003309
886     886       -0.701564           -0.116695
887     887       -0.793390           -0.081364
888     888       -0.776720           -0.103478
889     889       -0.787606           -0.015391
890     890       -0.874316            0.227557
891     891       -0.709178           -0.244113
892     892       -0.805654            0.045120
893     893       -0.787462           -0.077711
894     894       -0.754617           -0.024036
895     895       -0.595106           -0.032305
896     896       -0.722092           -0.140876
